Sample Name	Protocol REF	Parameter Value[QA Instrument]	Parameter Value[QA Assay]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Parameter Value[Spike-in Quality Control]	Term Source REF	Term Accession Number	Parameter Value[Spike-in Mix Number]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[library selection]	Parameter Value[library layout]	Parameter Value[stranded]	Parameter Value[Library QA Instrument]	Term Source REF	Term Accession Number	Parameter Value[Library QA Assay]	Term Source REF	Term Accession Number	Parameter Value[Fragment Size]	Unit	Term Source REF	Term Accession Number	Comment[Library Prep Date]	Protocol REF	Parameter Value[sequencing instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Parameter Value[base caller]	Assay Name	Raw Data File	Protocol REF	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[Raw sequence data/MultiQC Reports]
RR8_LVR_FLT_LAR_OLD_FL4	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.3	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_OLD_FL4	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			307	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL4_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL4_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.34	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	62158176	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_YNG_FL5	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_YNG_FL5	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			312	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL5_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL5_R2_raw.fastq.gz	GeneLab raw data processing protocol	6.19	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	54625569	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_YNG_FL6	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	10	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_YNG_FL6	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			366	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL6_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL6_R2_raw.fastq.gz	GeneLab raw data processing protocol	3.96	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	65870726	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_OLD_FL7	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_OLD_FL7	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			316	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	17-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL7_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL7_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.61	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	57908925	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_OLD_FL8	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_OLD_FL8	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			387	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL8_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL8_R2_raw.fastq.gz	GeneLab raw data processing protocol	2.53	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	64016078	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_OLD_FL11	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_OLD_FL11	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			309/393	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL11_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL11_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.93	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	58506636	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_YNG_FL13	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_YNG_FL13	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			315	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL13_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL13_R2_raw.fastq.gz	GeneLab raw data processing protocol	5.25	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	58709566	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_YNG_FL14	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	7.9	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_YNG_FL14	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			332	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	14-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL14_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL14_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.91	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	61534742	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_OLD_FL15	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	8.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_OLD_FL15	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			381	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	17-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL15_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL15_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.8	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	74005178	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_OLD_FL16	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_OLD_FL16	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			351	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL16_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_OLD_FL16_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.31	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	67045164	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_YNG_FL17	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_YNG_FL17	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			312	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL17_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL17_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.31	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	53321399	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_FLT_LAR_YNG_FL18	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA 6000 Nano Assay	9.3	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_FLT_LAR_YNG_FL18	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			316	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL18_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_FLT_LAR_YNG_FL18_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.75	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	63051538	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI1	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.2	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI1	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			342	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI1_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI1_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.77	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	61784243	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI2	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI2	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			349	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI2_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI2_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.92	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	58128213	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI3	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI3	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			356	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI3_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI3_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.81	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	66985591	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI4	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5.1	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI4	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			321	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	24-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI4_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI4_R2_raw.fastq.gz	GeneLab raw data processing protocol	2.91	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	61121963	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI5	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.6	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI5	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			314	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	17-Nov-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI5_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI5_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.59	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	67607075	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI6	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI6	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			325	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI6_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI6_R2_raw.fastq.gz	GeneLab raw data processing protocol	2	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	62799950	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI7	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	2.1	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI7	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			338	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI7_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI7_R2_raw.fastq.gz	GeneLab raw data processing protocol	1	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	61685098	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI8	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	8.3	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI8	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			345	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	10-Feb-21	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI8_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI8_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	56623335	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI9	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	4.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI9	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			332	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI9_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI9_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.88	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	55079045	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_YNG_GI10	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	6.2	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_YNG_GI10	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			365	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	2-Dec-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI10_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_YNG_GI10_R2_raw.fastq.gz	GeneLab raw data processing protocol	0.89	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	60117931	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
RR8_LVR_GC_ISS-T_OLD_GI11	nucleic acid extraction	Agilent 4200 Tapestation	Agilent RNA ScreenTape Assay	5.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	RR8_LVR_GC_ISS-T_OLD_GI11	spike-in protocol	ERCC ExFold RNA Spike-In Mix			Mix 2			library construction	Ribo-depletion	PAIRED	STRANDED	Agilent 4200 TapeStation			Agilent D1000 ScreenTape Assay			357	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	29-Oct-20	nucleic acid sequencing	Illumina NovaSeq 6000	149	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	rna-seq	GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI11_R1_raw.fastq.gz, GLDS-379_rna-seq_RR8_LVR_GC_ISS-T_OLD_GI11_R2_raw.fastq.gz	GeneLab raw data processing protocol	1.15	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	63321975	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-379_rna_seq_raw_multiqc.html, GLDS-379_rna_seq_raw_multiqc_data.zip
